Planilha: 00011 - TUNEL SUBMERSO SIGMA P82                                    ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
IM1732,BEBEDOURO ELÉTRICO COM SISTEMA DE REFRIGERAÇÃO E DUAS SAÍDAS - 80L  ,UN    ,1,            ,550.93,550.93,0,99.63,0,54.8
IM1450,"HASTE COBREADA PARA ATERRAMENTO DIÂMETRO 5/8"" X 2,4M ( FORNECIMENTO E INSTALAÇÃO)  ",PÇ    ,13,            ,42.32,550.16,0,99.63,0,54.8
IM0621,DESMOLDANTE  ,L     ,4894.941655,            ,0.11,545.67,0,99.63,0,54.8
IM1645,"ELETRODUTO FLEXÍVEL DE AÇO GALVANIZADO COM CAPA DE PVC COM CONECTORES MACHO E FÊMEA, TIPO SELATUBO, NAS SEÇÕES: Ø3/4” X 1500MM  ",PÇ    ,45,            ,11.82,531.9,0,99.63,0,54.8
IM1785,"BARRA DE APOIO PARA DEFICIENTES L=90 cm (BARRAS COM DIÂMETRO ENTRE 3,0 E 4,5 cm)  ",UN    ,5,            ,101.92,509.6,0,99.63,0,54.8
IM1351,"MANÔMETRO INDUSTRIAL EM INOX, SAÍDA INFERIOR, MOSTRADOR Ø 100MM, ROSCA 1/2"" NPT, ESCALA 0 A 20 KGF/CM², EXATIDÃO DE 1,5%, COM PREENCHIMENTO DE GLICERINA.  ",UN    ,3,            ,167.98,503.94,0,99.63,0,54.8
IM1800,CAIXA DE GORDURA SIMPLES EM CONCRETO PRE-MOLDADO DN40MM COM TAMPA - FORNECIMENTO E INSTALAÇÃO  ,UN    ,2,            ,249.63,499.26,0,99.63,0,54.8
IM1722,TUBO LEVE PVC RIGIDO D=300MM  ,M     ,9.75,            ,49.34,481.07,0,99.63,0,54.8
IM1421,"TERMINAL AÉREO EM AÇO GALVANIZADO A FOGO ( H = 300mm X Ø3/8” ), COM FIXAÇÃO HORIZONTAL, SEM BANDEIRINHA.  ",PÇ    ,16,            ,28.29,452.64,0,99.63,0,54.8
IM1784,"BARRA DE APOIO PARA DEFICIENTES L=80 cm (BARRAS COM DIÂMETRO ENTRE 3,0 E 4,5 cm)  ",UN    ,5,            ,90.31,451.55,0,99.63,0,54.8
IM1715,"PM.03 - PORTA LISA ESPECIAL/ SÓLIDA PARA BOX, PARA PORTADORES DE DEFICIÊNCIA FÍSICA - 82X170 cm  ",UN    ,2.6,            ,165.46,430.2,0,99.63,0,54.8
IM1657,APOIO PARA FIXAÇÃO DO CONJUNTO DE BALIZADORES (CONJUNTO COM 3 BALIZADORES)  ,CJ    ,1,            ,389.29,389.29,0,99.63,0,54.8
IM1725,"LAVATÓRIO DE LOUÇA BRANCA, SEM COLUNA, CAPACIDADE MÍNIMA 5L, EXCLUSIVE TORNEIRA  ",UN    ,2,            ,191.48,382.96,0,99.63,0,54.8
IM1728,"MICTÓRIO INDIVIDUAL DE LOUÇA BRANCA, TIPO BACIA - DE CENTRO  ",UN    ,2,            ,188.96,377.92,0,99.63,0,54.8
IM1802,"TUBO DE PVC JS ESGOTO PREDIAL DN 40MM, INCLUSIVE CONEXÕES - FORNECIMENTO E INSTALAÇÃO  ",M     ,53.46,            ,6.64,354.97,0,99.63,0,54.8
IM1442,DISJUNTOR TRIPOLAR 50 A - NORMA DIN  ,PÇ    ,9,            ,36.28,326.52,0,99.63,0,54.8
IM1377,CABO DE COBRE 6 MM² - ISOLAMENTO PARA 1 KV  ,M     ,90,            ,3.62,325.8,0,99.63,0,54.8
IM1796,"BICA ALTA ARTICULÁVEL DE MESA - 1/2""  ",UN    ,2,            ,153.84,307.68,0,99.63,0,54.8
IM1333,"TUBO DE PVC RÍGIDO, SOLDÁVEL (LINHA ÁGUA) - 50MM (1 1/2"")  ",M     ,40,            ,7.38,295.2,0,99.63,0,54.8
IM1401,"ELETRODUTOS DE AÇO GALVANIZADO A FOGO, ROSCA BSP, TIPO PESADO, CONFORME NBR-5624, COM LUVA EM UMA DAS EXTREMIDADES, FORNECIDO EM BARRAS DE 3.000MM DE COMPRIMENTO, INCLUSIVE CONEXÕES E CAIXAS, Ø 4""  ",M     ,8,            ,36.57,292.56,0,99.63,0,54.8
IM1371,"CABO 25MM² - ISOLAMENTO PARA 0,7KV - CLASSE 4 FLEXÍVEL  ",M     ,60,            ,4.83,289.8,0,99.63,0,54.8
IM1430,"CONJUNTO DE TOMADAS PARA TELEFONE(RJ-11), EM CX. 4""x4"" EMBUTIDA.  ",PÇ    ,28,            ,9.06,253.68,0,99.63,0,54.8
IM0949,DISCO DIAM. SERRA ASFALTO SD8-034  ,UN    ,14.88267,            ,16.55,247.05,0,99.63,0,54.8
IM1730,CUBA SIMPLES DE AÇO INOXIDÁVEL CHAPA 20 - 500X400X200 mm  ,UN    ,1,            ,239.1,239.1,0,99.63,0,54.8
IM1481,QUADRO PARA MEDIDOR PADRÃO CPFL  ,PÇ    ,3,            ,72.56,217.68,0,99.63,0,54.8
IM1416,"ELETRODUTO FLEXÍVEL DE AÇO GALVANIZADO COM CAPA DE PVC COM CONECTORES MACHO E FÊMEA, TIPO SELATUBO, NAS SEÇÕES: Ø2” X 1500MM  ",PÇ    ,8,            ,27.2,217.6,0,99.63,0,54.8
IM1898,"PLUGUE DE AÇO CARBONO 1""  ",UN    ,24,            ,8.8,211.2,0,99.63,0,54.8
IM1432,"CONJUNTO EQUIPADO COM 01 INTERRUPTOR SIMPLES BIPOLAR-10A - 250 V EM CX 4""x2""  ",PÇ    ,41,            ,4.83,198.03,0,99.63,0,54.8
IM1332,"TUBO DE PVC RÍGIDO, SOLDÁVEL (LINHA ÁGUA) - 40MM (1 1/4"")  ",M     ,40,            ,4.69,187.6,0,99.63,0,54.8
IM1415,"ELETRODUTO FLEXÍVEL DE AÇO GALVANIZADO COM CAPA DE PVC COM CONECTORES MACHO E FÊMEA, TIPO SELATUBO, NAS SEÇÕES: Ø3/4” X 1500MM  ",PÇ    ,8,            ,21.15,169.2,0,99.63,0,54.8
IM1440,"CURVA DE 90° EM AÇO GALVANIZADO A FOGO, PARA ELETRODUTOS, ROSCA BSP, NAS SEGUINTES BITOLAS: Ø 4""  ",PÇ    ,12,            ,13.9,166.8,0,99.63,0,54.8
IM1441,"CURVA DE 90° EM AÇO GALVANIZADO A FOGO, PARA ELETRODUTOS, ROSCA BSP, NAS SEGUINTES BITOLAS: Ø1.1/4""  ",PÇ    ,8,            ,20.55,164.4,0,99.63,0,54.8
IM1767,"ESMALTE SINTÉTICO - ESQUADRIAS E PEÇAS DE MARCENARIA, COM EMASSAMENTO  ",M2    ,13,            ,10.84,140.92,0,99.63,0,54.8
IM1423,"BARRA DE TERRA DE EQUALIZAÇÃO DE COBRE ESTANHADA, DIMENSÃO 1 1/2”X1/4”X300 MM COMPLETA COM PARAFUSOS, PORCAS E ARRUELAS DE LATÃO  ",PÇ    ,3,            ,34.85,104.55,0,99.63,0,54.8
IM1124,"PLACA DE ANCORAGEM ""37 TSR 15,7"" OU SIMILAR  ",UN    ,8,            ,12,96,0,99.63,0,54.8
IM1331,"TUBO DE PVC RÍGIDO, SOLDÁVEL (LINHA ÁGUA) - 32MM (1"")  ",M     ,40,            ,2.21,88.4,0,99.63,0,54.8
IM1451,"LUMINARIA ARANDELA BLINDADA COM UMA LÂMPADA ELETRÔNICA 25W/220V, À PROVA DE TEMPO, GASES, VAPORES E PÓ  ",CJ    ,2,            ,30.23,60.46,0,99.63,0,54.8
IM1433,"CONJUNTO EQUIPADO COM 02 INTERRUPTORES SIMPLES BIPOLAR-10A - 250 V EM CX 4""x4""  ",PÇ    ,3,            ,9.67,29.01,0,99.63,0,54.8
IM1431,"CONJUNTO EQUIPADO COM 01 INTERRUPTOR INTERMEDIÁRIO BIPOLAR-10A - 250 V EM CX 4""x2""  ",PÇ    ,3,            ,7.25,21.75,0,99.63,0,54.8
IM1878,RESINA DE ANCORAGEM  ,L     ,0.978606,            ,2,1.62,0,99.63,0,54.8
IM0103,ASFALTO DILUÍDO CM-30  ,T     ,141.188448,            ,0,0,0,99.63,0,54.8
IM1035,"MERGULHADORES DE INSPEÇÃO -EQUIPE COMPOSTA POR 4 MERGULHADORES, 2 SUBMERSOS E 2 EM TERRA  ",H     ,323.999959,            ,0,0,0,99.63,0,54.8
IM1043, CONCRETO FCK 25 MPA  - COMERCIAL  ,M3    ,0,            ,248.3,0,0,99.63,0,54.8
IM1045, CONCRETO FCK 35 MPA  - COMERCIAL  ,M3    ,0,            ,269.2,0,0,99.63,0,54.8
IM1046," CONCRETO FCK 40 MPA, 24GPA - COMERCIAL  ",M3    ,0,            ,453.8,0,0,99.63,0,54.8
IM1049,TAXA PARA BOMBEAMENTO DO CONCRETO  ,M3    ,0,            ,35,0,0,99.63,0,54.8
IM1061,"EXECUÇÃO DE PAREDE DIAFRAGMA EM SOLO COM CLAMSHELL HIDRAULICO ESP. 1,00M  ",M2    ,0,            ,532,0,0,99.63,0,54.8
IM1062,"EXECUÇÃO DE PAREDE DIAFRAGMA EM ROCHA ALTERADA COM HIDROFRESA ESP. 1,00M  ",M3    ,0,            ,1424.75,0,0,99.63,0,54.8
IM1065, PERFURAÇÃO DE COLUNA JET GROUTING EM SOLO NATURAL  ,M     ,0,            ,44,0,0,99.63,0,54.8
IM1077,CONTROLE TECNOLOGICO DO CONCRETO  ,M3    ,36539.87456,            ,0,0,0,99.63,0,54.8
IM1080,ADITIVO - METACAULIM  ,KG    ,0,            ,1.1,0,0,99.63,0,54.8
IM1084,SE - MONTAGEM MANUAL DE ARMADURA < 50KG/M³ - PROD. 13KG/H  ,KG    ,0,            ,1.55,0,0,99.63,0,54.8
IM1085,SE - MONTAGEM MANUAL DE ARMADURA (50-100)KG/M³  ,KG    ,0,            ,1.48,0,0,99.63,0,54.8
IM1086,SE - MONTAGEM MANUAL DE ARMADURA >150KG/M³ - PROD. 30KG/H  ,KG    ,0,            ,1.39,0,0,99.63,0,54.8
IM1087,"BARRA DE AÇO CA-60 4,2MM  ",KG    ,0,            ,2.57,0,0,99.63,0,54.8
IM1090,"BARRA DE AÇO CA-50 6,3MM  ",KG    ,0,            ,2.53,0,0,99.63,0,54.8
IM1092,"BARRA DE AÇO CA-50 10,0MM  ",KG    ,0,            ,2.23,0,0,99.63,0,54.8
IM1094,"BARRA DE AÇO CA-50 32,0MM  ",KG    ,0,            ,2.62,0,0,99.63,0,54.8
IM1095,ADICIONAL PARA VOLUME FALTANTE  ,M3    ,0,            ,50,0,0,99.63,0,54.8
IM1096,ADICIONAL PARA CONCRETAGEM NOTURNA E SABADOS  ,M3    ,0,            ,0,0,0,99.63,0,54.8
IM1097,ADICIONAL PARA CONCRETAGEM AOS DOMINGOS  ,M3    ,0,            ,0,0,0,99.63,0,54.8
IM1269,"EXECUÇÃO DE PAREDE DIAFRAGMA EM SOLO COM CLAMSHELL HIDRAULICO ESP. 0,60M  ",M2    ,0,            ,400,0,0,99.63,0,54.8
IM1270,"EXECUÇÃO DE PAREDE DIAFRAGMA EM SOLO COM CLAMSHELL HIDRAULICO ESP. 0,80M  ",M2    ,0,            ,488,0,0,99.63,0,54.8
IM1282,"PERFURAÇÃO DE ESTACÃO EM SOLO Ø = 1,20M  - SUBCONTRA  ",M     ,0,            ,0,0,0,99.63,0,54.8
IM1283,"PERFURAÇÃO DE ESTACÃO EM SOLO Ø = 1,40M  - SUBCONTRA  ",M     ,0,            ,0,0,0,99.63,0,54.8
IM1284,"PERFURAÇÃO DE ESTACÃO EM SOLO Ø = 1,60M  - SUBCONTRA  ",M     ,0,            ,0,0,0,99.63,0,54.8
IM1285,"PERFURAÇÃO DE ESTACÃO EM SOLO Ø = 1,80M  - SUBCONTRA  ",M     ,0,            ,0,0,0,99.63,0,54.8
IM1286,"PERFURAÇÃO DE ESTACÃO EM SOLO Ø = 0,70M  - SUBCONTRA  ",M     ,0,            ,0,0,0,99.63,0,54.8
IM1287,"PERFURAÇÃO DE ESTACÃO EM SOLO Ø = 0,80M  - SUBCONTRA  ",M     ,0,            ,0,0,0,99.63,0,54.8
IM1288,"PERFURAÇÃO DE ESTACÃO EM ROCHA Ø = 0,80M  - SUBCONTRA  ",M     ,0,            ,0,0,0,99.63,0,54.8
IM1289,"PERFURAÇÃO DE ESTACÃO EM ROCHA Ø = 1,20M  - SUBCONTRA  ",M     ,0,            ,0,0,0,99.63,0,54.8
IM1290,"PERFURAÇÃO DE ESTACÃO EM ROCHA Ø = 1,40M  - SUBCONTRA  ",M     ,0,            ,0,0,0,99.63,0,54.8
IM1291,"PERFURAÇÃO DE ESTACÃO EM ROCHA Ø = 1,60M  - SUBCONTRA  ",M     ,0,            ,0,0,0,99.63,0,54.8
IM1292,"PERFURAÇÃO DE ESTACÃO EM ROCHA Ø = 1,80M  - SUBCONTRA  ",M     ,0,            ,0,0,0,99.63,0,54.8
IM1294,POSICIONAMENTO DE ARMADURA EM ESTACÃO  ,KG    ,1305571.2,            ,0,0,0,99.63,0,54.8
IM1926,ROLETE  ,VB    ,2570.365638,            ,0,0,0,99.63,0,54.8
IM1927,TERNA  ,VB    ,2570.365638,            ,0,0,0,99.63,0,54.8
IM1928,MATERIAL DE FIXAÇÃO  ,VB    ,8,            ,0,0,0,99.63,0,54.8
IM1935,FORNITURA DI LAMIERINO DA RECUPERARE  ,KG    ,8553.58,            ,0,0,0,99.63,0,54.8
IM1936,TAMPA DO TUBO DE DRENO  ,UN    ,2318.1,            ,0,0,0,99.63,0,54.8
IM1937,CALZA IN GEOTESSUTO #100  ,M2    ,40161.856,            ,0,0,0,99.63,0,54.8
IM1938,TUBO DE DRENO PVC MICROPERFURADO Ø50MM  ,M     ,31892.7,            ,0,0,0,99.63,0,54.8
IM1939,FORNITURA DI MANICOTTI DI GIUNZIONE  ,UN    ,2278.05,            ,0,0,0,99.63,0,54.8
IM1941,TUBO DE ALIMENTAÇÃO DE Ø30CM  ,M     ,30.374,            ,0,0,0,99.63,0,54.8
IM1942,TELA #100 VOLTA  ,M2    ,38149.744,            ,0,0,0,99.63,0,54.8
IT0001,TRANSPORTE - CIMENTO PORTLAND CP II-32  ,TKM   ,0,            ,0.25,0,0,99.63,0,54.8
IT0003,AREIA EXTRAÍDA COM ESCAVADEIRA HIDRÁULICA  ,TKM   ,0,            ,0,0,0,99.63,0,54.8
IT0005,TRANSPORTE - AREIA COMERCIAL  ,TKM   ,0,            ,0.35,0,0,99.63,0,54.8
IT0008,BRITA PRODUZIDA EM CENTRAL DE BRITAGEM DE 80 M3/H  ,TKM   ,0,            ,0,0,0,99.63,0,54.8
IT0009,TRANSPORTE - BRITA COMERCIAL  ,TKM   ,0,            ,0.35,0,0,99.63,0,54.8
IT0017,ASFALTO DILUÍDO CM-30  ,TKM   ,0,            ,0,0,0,99.63,0,54.8
IT0018,EMULSÃO ASFÁLTICA RR-1C  ,TKM   ,0,            ,0,0,0,99.63,0,54.8
IT0024,CIMENTO ASFÁLTICO CAP 50/70  ,TKM   ,0,            ,0,0,0,99.63,0,54.8
IT0025,FILLER  ,TKM   ,0,            ,0,0,0,99.63,0,54.8
IT0029,USINAGEM DE CBUQ (BINDER)  ,TKM   ,0,            ,0,0,0,99.63,0,54.8
IT0030,USINAGEM DE CBUQ (CAPA DE ROLAMENTO) AC/BC  ,TKM   ,0,            ,0,0,0,99.63,0,54.8
IT0044,MADEIRA  ,TKM   ,0,            ,0,0,0,99.63,0,54.8
IT0068,RACHÃO OU PEDRA-DE-MÃO COMERCIAL (CONT E REST)/ PC  ,TKM   ,0,            ,0,0,0,99.63,0,54.8
IT0123,MATERIAL FRESADO  ,TKM   ,0,            ,0,0,0,99.63,0,54.8
IT0125,FORNECIMENTO DE AÇO CA-25  ,TKM   ,0,            ,0,0,0,99.63,0,54.8
IH0701,SERVENTE  ,H     ,805498.432269,            ,14.42,35822274.52,18.3,18.3,2.5,2.5
IH1001,ARMADOR  - DIA / NOITE  ,H     ,2217694.28011,            ,18.84,26944985.49,13.77,32.07,1.88,4.38
IH0605,ARMADOR  ,H     ,76429.129264,            ,17.29,17985700.34,9.19,41.26,1.26,5.64
IH0511,ENCARREG. DE PAVIMENTAÇÃO  ,H     ,1577.305615,            ,51.08,16730137.98,8.55,49.81,1.17,6.81
IH1021,OPERADOR DE EQUIP. PESADO - 2 TURNOS  ,H     ,804369.828721,            ,31.14,16150238.07,8.25,58.06,1.13,7.94
IH1015,FEITOR  - 2 TURNOS  ,H     ,514507.587586,            ,47.7,15826252.72,8.09,66.15,1.11,9.05
IH1020,AJUDANTE -2 TURNOS  ,H     ,1281775.086345,            ,14.48,11971258.63,6.12,72.27,0.84,9.89
IH1005,AJUDANTE DE ELETRICISTA  ,H     ,396207.217913,            ,14.42,8431423,4.31,76.58,0.59,10.48
IH1018,PEDREIRO - 2 TURNOS  ,H     ,483822.201736,            ,18.84,5878439.75,3,79.58,0.41,10.89
IH0501,ENCARREGADO DE TURMA  ,H     ,61219.383949,            ,43.35,5076361.47,2.59,82.17,0.35,11.24
IH1016,SERVENTE - 2 TURNOS  ,H     ,492845.992348,            ,14.48,4603181.61,2.35,84.52,0.32,11.56
IH1004,ELETRICISTA  ,H     ,136468.105104,            ,21.66,4283209.96,2.19,86.71,0.3,11.86
IH0302,MOTORISTA DE CAMINHÃO  ,H     ,342324.264722,            ,15.34,3385586.98,1.73,88.44,0.24,12.1
IH0604,PEDREIRO  ,H     ,224093.332232,            ,17.29,3359586.41,1.72,90.16,0.23,12.33
IH0702,AJUDANTE  ,H     ,265095.791136,            ,14.42,3168496.64,1.62,91.78,0.22,12.55
IH1017,CARPINTEIRO - 2 TURNOS  ,H     ,258099.63693,            ,18.84,3135910.6,1.6,93.38,0.22,12.77
IH0603,CARPINTEIRO  ,H     ,124848.918962,            ,17.29,1392065.46,0.71,94.09,0.1,12.87
IH1000,ENCANADOR  ,H     ,91049.593657,            ,17.29,1296191.14,0.66,94.75,0.09,12.96
IH0311,OPERADOR DE EQUIPAMENTO LEVE 1  ,H     ,126276.61664,            ,15.34,1248886.17,0.64,95.39,0.09,13.05
IH1008,OPERADOR DE GRUA - ESPECIALIZADO - 2 TURNOS  ,H     ,50541.425997,            ,30.72,1001712.89,0.51,95.9,0.07,13.12
IH1012,FEITOR DE TURMA  ,H     ,37425.393934,            ,32.25,778452.89,0.4,96.3,0.05,13.17
IH1026,MOTORISTA DE CAMINHÃO - 2 TURNOS  ,H     ,40074.597681,            ,23.89,617555.37,0.32,96.62,0.04,13.21
IH1011,MECANICO - 2 TURNOS  ,H     ,38881.80993,            ,24.5,614315.96,0.31,96.93,0.04,13.25
IH1007,OPERADOR DE CLAMSHELL - ESPECIALIZADO - 2 TURNOS  ,H     ,30262.538637,            ,30.72,599498.83,0.31,97.24,0.04,13.29
IH0313,OPERADOR DE EQUIP. PESADO  ,H     ,33708.487816,            ,27.28,593009.76,0.3,97.54,0.04,13.33
IH1014,OPERADOR IMPIANTISTA (SPECIALIZZATO) - 2 TURNOS  ,H     ,25283.139875,            ,30.72,500882.22,0.26,97.8,0.04,13.37
IH1024,OPERADOR DE EQUIPAMENTO LEVE 1 - 2 TURNOS  ,H     ,30926.416246,            ,23.51,468844.11,0.24,98.04,0.03,13.4
IH1025,SOLDADOR - 2 TURNOS  ,H     ,26241.048573,            ,25.65,433218.39,0.22,98.26,0.03,13.43
IH1003,ENCARREGADO  - ELÉTRICA  ,H     ,6627.803062,            ,43.35,423158.46,0.22,98.48,0.03,13.46
IH0312,OPERADOR DE EQUIPAMENTO LEVE 2  ,H     ,33573.896907,            ,17.37,410113.91,0.21,98.69,0.03,13.49
IH1013,OPERADOR PERFURATRIZ  - ESPECIALIZADO - 2 TURNOS  ,H     ,23001.909967,            ,27.38,406199.98,0.21,98.9,0.03,13.52
IH1009,OPERADOR DE BOMBA LAMA BETONITA - ESPECIALIZADO - 2 TURNOS  ,H     ,40571.344052,            ,15.4,402871.4,0.21,99.11,0.03,13.55
IH0608,SOLDADOR  ,H     ,27553.532826,            ,21.66,384919.4,0.2,99.31,0.03,13.58
IH0314,OPERADOR DE EQUIP. ESPECIAL  ,H     ,15261.59299,            ,30.58,300959.58,0.15,99.46,0.02,13.6
IH1022,OPERADOR DE KELLY - 2 TURNOS  ,H     ,10308.805415,            ,37.49,249266.8,0.13,99.59,0.02,13.62
IH1029,AJUTANTI MEZZI MARITIMI  ,H     ,22350.579313,            ,14.48,208900.75,0.11,99.7,0.01,13.63
IH1006,OPERADOR DE HIDROFRESA - SUPER ESPECIALIZADO - 2 TURNOS  ,H     ,10308.805415,            ,30.72,204218.49,0.1,99.8,0.01,13.64
IH0512,ENCARREGADO DE USINA  ,H     ,2987.517995,            ,85.98,165657.88,0.08,99.88,0.01,13.65
IH1027,OPERADOR MARTELO VIBRATÓRIO- ESPECIALIZADO - 2 TURNOS  ,H     ,6611.52863,            ,37.49,160277.3,0.08,99.96,0.01,13.66
IH1002,OPERADOR DE USINA / CENTRAL - 2 TURNOS  ,H     ,8426.342182,            ,21.75,118221.58,0.06,100,0.01,13.67
IH0602,MONTADOR  ,H     ,573.75805,            ,21.66,8015.44,0,100,0,13.67
IH1028,OPERATI MEZZI MARITIMI  ,H     ,10.805211,            ,31.26,0,0,100,0,13.67
IE5084,MARINE EQUIPEMENT FOR DRAGAGEM - 15  ,H     ,7799.98936,21.802,25317.59,197978706.88,43.66,43.66,13.84,13.84
IE0404,CAMINHÃO BASCULANTE 25 T  ,H     ,325120.325023,790.662,123.69,40156776.78,8.85,52.51,2.81,16.65
IE0427,CAMINHÃO BETONEIRA 8M³  ,H     ,84197.3275,370989.831,144.41,18022530.82,3.97,56.48,1.26,17.91
IE5056,EQUIPAMENTO PARA INJEÇÃO DE JET GROUTING  ,H     ,32640.430669,732.796,534.83,17611294.63,3.88,60.36,1.23,19.14
IE5043,GRUPO DE ESCAVAÇÃO COM KELLY  ,H     ,37613.306927,3313.294,451.32,16975640.86,3.74,64.1,1.19,20.33
IE5087,MARINE EQUIPEMENT FOR LANCIAMENTO RACHAO  ,H     ,3119.999318,63.571,4357,13848747.75,3.05,67.15,0.97,21.3
IE5089,MARINE EQUIPEMENT FOR DRAGAGEM E LANÇAMENTO DE AREIA  ,H     ,2423.574054,40.406,5216.51,12837439.28,2.83,69.98,0.9,22.2
IE5080,CENTRAL DOSADORA DE CONCRETO  ,H     ,15054.749216,            ,803,12088604.75,2.67,72.65,0.84,23.04
IE5078,GRUPO DE EQUIPAMENTO HIDROFRESA  ,H     ,9638.520702,732.796,1199.88,11565103.22,2.55,75.2,0.81,23.85
IE0201,COMPRESSOR DE AR - 295 PCM  ,H     ,23000.485234,469887.151,71.01,8892589.94,1.96,77.16,0.62,24.47
IE5075,CAMINHÃO DUMPER 25T  ,H     ,102210.839759,31412.088,70,7153321.79,1.58,78.74,0.5,24.97
IE5040,PÁ CARREGADEIRA W170ZB - 183 HP  ,H     ,46177.856966,34117.54,103.5,6072382.64,1.34,80.08,0.42,25.39
IE5083,MARINE EQUIPEMENT FOR COMBIWALL  ,H     ,1596.50804,72.114,3519.23,5777115.53,1.27,81.35,0.4,25.79
IE0406,CAMINHÃO PIPA 18.000 LT  ,H     ,12271.395664,93265.525,126.23,5171144.03,1.14,82.49,0.36,26.15
IE5064,GUINDASTE SOBRE PNEUS 30T  ,H     ,34301.528129,474874.383,150,4972469.79,1.1,83.59,0.35,26.5
IE5070,GUINDASTE SOBRE ESTEIRAS 100T  ,H     ,10211.417953,1152.836,460,4697046.06,1.04,84.63,0.33,26.83
IE5054,SONDA PERFURATRIZ  ,H     ,24313.520035,138.08,178.22,4349222.61,0.96,85.59,0.3,27.13
IE0147,USINA DE ASFALTO A QUENTE : CIFALI : CIFALI MAGNUM 120 -  ,H     ,466.3802,            ,8223.76,3835437.11,0.85,86.44,0.27,27.4
IE5072,GUINDASTE SOBRE ESTEIRAS 250T  ,H     ,6227.041809,360.893,600,3783551.91,0.83,87.27,0.26,27.66
IE5077,TORRE DE ILUMINAÇÃO  ,H     ,184648.396477,386155.862,20,3605804.95,0.8,88.07,0.25,27.91
IE5052,"COMPRESSOR DE AR 21,9 M3/1'  ",H     ,32390.859995,40116.798,84.2,3356917.2,0.74,88.81,0.23,28.14
IE5026,CAMINHÃO MUNCK 5T  ,H     ,10568.502094,71212.651,101.24,3262404.86,0.72,89.53,0.23,28.37
IE5082,DRIVER MARINE EQUIPEMENT FOR DRAGAGEM  ,H     ,42119.990261,209.884,77,3240738.2,0.71,90.24,0.23,28.6
IE5045,DESARENADOR COMPLETO 200 M3/HR  ,H     ,31102.47117,1441.297,85.74,2719913.29,0.6,90.84,0.19,28.79
IE5091,MARTELLO VIBRO PER TUBI DI ACCIAIO + POWER PACK  ,H     ,4620.848558,1962.946,500,2341129.09,0.52,91.36,0.16,28.95
IE5046,MOTOBOMBA DIESEL DE AGUA SUBMERSIVEL 15 MC/HR  ,H     ,100758.796889,5812.606,22.37,2286149.83,0.5,91.86,0.16,29.11
IE5049,MOTOSOLDADOR  ,H     ,15693.058081,461736.247,17.19,2235938.39,0.49,92.35,0.16,29.27
IE5031,ESCAVADEIRA HIDRAULICA 30T  ,H     ,14570.015835,319.989,140,2038196.21,0.45,92.8,0.14,29.41
IE0016,"CARREGADEIRA DE PNEUS  - 1,91 M3, COMBUSTIVEL E OPERAÇÃO  ",H     ,12832.381844,15714.964,130.71,2001377.03,0.44,93.24,0.14,29.55
IE5066,GUINDASTE SOBRE PNEUS 60T  ,H     ,10200.897321,42238.458,193,1952121.18,0.43,93.67,0.14,29.69
IE5055,MOTOBOMBA 700HP  ,H     ,23001.909967,            ,83.42,1917899.48,0.42,94.09,0.13,29.82
IE5039,CAMINHÃO ABASTECEDOR 10.000LT  ,H     ,16216.951168,0.405,115.51,1876778.08,0.41,94.5,0.13,29.95
IE5050,EXTRATOR ESTACAS PRANCHAS  ,H     ,11528.317365,48996.187,65.87,1844605.97,0.41,94.91,0.13,30.08
IE5053,"CAMINHÃO TOCO 5,3 M3  ",H     ,13782.184891,38459.761,68.34,1758493.37,0.39,95.3,0.12,30.2
IE5092,MARTELLO VIBRO PER PALANCOLE + POWER PACK  ,H     ,3300.631839,324.156,500,1620781.68,0.36,95.66,0.11,30.31
IE5057,GRUPO GERADOR 136 KVA  ,H     ,25753.685364,            ,61.45,1580983.12,0.35,96.01,0.11,30.42
IE0306,VIBRADOR ELETRICO  ,H     ,61582.210691,645912.911,6.43,1293359.34,0.29,96.3,0.09,30.51
IE5061,CORREIA TRANSPORTADORA  ,UN    ,4.073431,            ,300000,1222734.24,0.27,96.57,0.09,30.6
IE5079,CAMINHÃO COM BOMBA DE CONCRETO  ,H     ,8903.473925,6746.879,94,1071371.88,0.24,96.81,0.07,30.67
IE5058,GRUPPO DI SCAVO PALI TRIVELLATI  ,H     ,2281.229907,            ,464.71,1060100.66,0.23,97.04,0.07,30.74
IE5068,GUINDASTE SOBRE ESTEIRAS 50T  ,H     ,4654.197318,10886.764,193,1013287.02,0.22,97.26,0.07,30.81
IE5086,DRIVER MARINE EQUIPEMENT FOR LANCIAMENTO RACHAO  ,H     ,12479.999521,            ,77,961437.8,0.21,97.47,0.07,30.88
IE0202,COMPRESSOR DE AR 11 M3/1'  ,H     ,14580.286498,1311.61,59.4,887202.68,0.2,97.67,0.06,30.94
IE5038,"ROLO VIBRATORIO PÉ DE CARNEIRO VAP70PTCR 11,7T  ",H     ,7864.490057,            ,108.37,845485.22,0.19,97.86,0.06,31
IE5093,GRUPPO DI SCAVO PALI TRIVELLATI  ,H     ,1614.94788,379.986,500,807553.88,0.18,98.04,0.06,31.06
